LogID,LogEntryDate,LogEntryTime,LogEntrySeconds,LogNotes,MUT00_HighByte,MUT01_LowByte,LoadMUT2Byte,TPS,RPM,TimingAdv,FuelTrim_Low,FuelTrim_Mid,FuelTrim_High,FuelTrim_InUse,O2FeedbackTrim,CoolantTemp,Battery,Speed,Load1B,KnockSum,CoolantTempScaled,WideBandAF,InjPulseWidth,InjDutyCycle,FuelConsumption,MAP,AirTemp,MAFAirTempScaled,ZTXBoost,ZTXEGT,Baro,AirFlow,AccelEnrich,O2Sensor,TargetIdleRPM,O2Sensor2,Gear,AirVol,JDMMAP,KnockSum3E,ISCSteps,CrankSignalSw,IdlePosSw,PwrSteeringSw,ACSwitch,ACRelaySw,InhibitorSw,AFRMAP,LoadCalc,Load11bit4,ECULoad,InjectorLatency,RPMMUT2Byte,AirFlowMUT2Byte,OctaneFlag,EGRTemp,MATScaled,WGDC,LoadError,WGDCCorr,GMMAP,MAPScaled,gmas,LC1WidebandO2,WB02,Alt_Maps,ZTXRPM,ZTXTPS,ZTXUser1,ZTXUser2,ZTXConfig,LC1RPM,LC1Battery,LC1Aux1,LC1Aux2,LC1Aux3,LC1Aux4,LC1Aux5,TestE1,TestE4,KnockVoltage,Knock_72,knock_adc,knock_base,knock_var,knock_change,knock_dynamics,knock_flag,EFI_ClearDTC,DLP1Digital,DLP2Digital,DLP3Digital,DLP4Digital,DLP5Digital,DLP6Digital,DLP7Digital,DLP8Digital,DLP1Analog,DLP2Analog,DLP3Analog,DLP4Analog,DLP5Analog,DLP6Analog,DLP7Analog,DLP8Analog,DLP1Temp,DLP2Temp,DLP3Temp,DLP4Temp,DLP5Temp,DLP6Temp,DLP7Temp,DLP8Temp,Custom
11,2026-03-07,16:34:33.86811,1.88084,,,,,15.6862745098039,875,6,6.25,0.5859375,0,6.25,1.3671875,195.8,14.22602,0,0,0,183.2,,1.536,1.12,0,19.73496,84.2,87.8,,,98.98,25,,0.7808,,0.15616,0,64,,33,35,,,,,,,14.7,,,26.875,18,224000,604.33140625,100,262.9,-40,100,,63.5,,0,207.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2026-03-07,16:34:34.04980,2.06247,,,,,15.6862745098039,875,4,6.25,0.5859375,0,6.25,1.171875,195.8,14.15269,0,0,0,183.2,,1.536,1.12,0,19.73496,84.2,87.8,,,98.98,25,,0.80032,,0.54656,0,80,,29,36,,,,,,,14.7,,,27.5,18,224000,629.49140625,100,262.9,-40,100,,63.5,,0,207.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2026-03-07,16:34:34.26339,2.27613,,,,,45.4901960784314,875,6,6.25,0.5859375,0,0.5859375,0.9765625,195.8,14.22602,0,0,0,183.2,,6.4,5.83333333333333,0,45.4678,82.4,87.8,,,98.98,118.75,,0.83936,,0.66368,0,208,,31,57,,,,,,,14.7,,,79.375,18,224000,831.459375,100,262.9,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2026-03-07,16:34:34.47233,2.48506,,,,,17.6470588235294,1687.5,21,6.25,0.5859375,0,0.5859375,0,195.8,14.22602,0,0,0,183.2,,1.536,2.32,0,22.2502,84.2,87.8,,,98.98,68.75,,0.93696,,0.76128,0,168,,31,53,,,,,,,14.7,,,30.625,18,224000,1286.20671875,100,262.9,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2026-03-07,16:34:34.68418,2.6975,,,,,41.9607843137255,2000,30,6.25,0.5859375,0,0.5859375,-1.171875,195.8,14.15269,0,0,0,183.2,,3.584,6.90666666666667,0,38.88948,82.4,87.8,,,98.98,212.5,,0.8784,,0.74176,0,192,,32,60,,,,,,,14.7,,,55.625,18,224000,1437.75640625,100,262.9,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2026-03-07,16:34:34.84388,2.85648,,,,,24.7058823529412,2656.25,41,6.25,0.5859375,0,0.5859375,-3.125,195.8,14.15269,0,0,0,183.2,,2.048,4.53333333333333,0,23.99152,82.4,87.8,,,98.98,118.75,,0.03904,,0.76128,0,152,,35,55,,,,,,,14.7,,,38.125,18,224000,1538.78953125,100,262.9,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2026-03-07,16:34:35.00924,3.02197,,,,,26.2745098039216,2656.25,41,6.25,0.5859375,0,0.5859375,-1.7578125,195.8,14.15269,0,0,0,183.2,,2.048,4.48,0,24.37848,82.4,87.8,,,98.98,125,,0.05856,,0.44896,0,224,,34,57,,,,,,,14.7,,,45.625,18,224000,1488.27296875,100,262.9,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2026-03-07,16:34:35.21396,3.22672,,,,,29.0196078431373,2656.25,37,6.25,0.5859375,0,0.5859375,0.78125,195.8,14.07936,0,0,0,183.2,,2.816,6.30666666666667,0,26.89372,82.4,87.8,,,98.98,137.5,,0.85888,,0,0,152,,35,54,,,,,,,14.7,,,36.25,18,224000,1564.0478125,100,262.9,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2026-03-07,16:34:35.43372,3.44649,,,,,22.7450980392157,2625,41,6.25,0.5859375,0,0.5859375,-0.390625,195.8,14.22602,0,0,0,183.2,,1.536,3.24,0,18.76756,84.2,87.8,,,98.98,75,,0.35136,,0.72224,0,80,,33,50,,,,,,,14.7,,,26.875,18,224000,1437.75640625,100,262.9,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2026-03-07,16:34:35.64335,3.65621,,,,,23.1372549019608,2312.5,36,6.25,0.5859375,0,0.5859375,-0.1953125,195.8,14.15269,0,0,0,183.2,,1.792,3.31333333333333,0,19.73496,84.2,87.8,,,98.98,75,,0.0976,,0.74176,0,128,,33,50,,,,,,,14.7,,,30,18,224000,1336.72328125,100,262.9,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2026-03-07,16:34:35.84335,3.85613,,,,,23.921568627451,2031.25,33,6.25,0.5859375,0,0.5859375,1.3671875,195.8,14.22602,0,0,0,183.2,,3.584,5.88,0,28.63504,84.2,87.8,,,98.98,125,,0.83936,,0.50752,0,144,,32,58,,,,,,,14.7,,,63.125,18,224000,1210.6284375,100,262.9,-40,100,,63.5,,0,207.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2026-03-07,16:34:36.04176,4.05453,,,,,28.6274509803922,2125,28,6.25,0.5859375,0,0.5859375,0.390625,195.8,14.07936,0,0,0,183.2,,2.048,3.84,0,28.24808,84.2,87.8,,,98.98,125,,0.89792,,0.76128,0,88,,33,54,,,,,,,14.7,,,41.25,18,224000,1437.8546875,100,262.9,-40,0,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2026-03-07,16:34:36.23654,4.24991,,,,,20,2187.5,36,6.25,0.5859375,0,0.5859375,-0.78125,195.8,14.15269,0,0,0,183.2,,1.28,2.16666666666667,0,18.76756,84.2,87.8,,,98.98,56.25,,0.03904,,0.7808,0,184,,34,44,,,,,,,14.7,,,23.125,18,224000,1210.53015625,100,262.9,-40,17,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2026-03-07,16:34:36.43924,4.4521,,,,,20,1750,26,6.25,0.5859375,0,0.5859375,0.1953125,195.8,14.22602,0,0,0,183.2,,2.816,3.88666666666667,0,24.185,84.2,87.8,,,98.98,87.5,,0.01952,,0.76128,0,96,,33,55,,,,,,,14.7,,,67.5,18,224000,1084.4353125,100,262.9,-40,51,,63.5,,0,207.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2026-03-07,16:34:36.65422,4.66905,,,,,28.2352941176471,1750,22,6.25,0.5859375,0,0.5859375,1.7578125,195.8,14.15269,0,0,0,183.2,,2.048,3.46666666666667,0,30.18288,84.2,87.8,,,98.98,118.75,,0.93696,,0,0,120,,31,53,,,,,,,14.7,,,38.75,18,224000,1286.20671875,100,262.9,-40,68,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2026-03-07,16:34:36.86413,4.8769,,,,,18.0392156862745,2093.75,32,6.25,0.5859375,0,0.5859375,0.390625,195.8,14.22602,1.2427424,0,0,183.2,,1.28,2.16666666666667,1.76097277311852,17.02624,84.2,87.8,,,98.98,43.75,,0.03904,,0.80032,49.8896633767384,0,,31,40,,,,,,,14.7,,,19.375,18,224000,1210.431875,100,262.9,-40,85,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2026-03-07,16:34:37.06555,5.07822,,,,,18.0392156862745,1812.5,26,6.25,0.5859375,0,6.25,1.3671875,195.8,14.15269,1.2427424,0,0,183.2,,1.28,1.86666666666667,2.04398625451257,14.70448,84.2,87.8,,,98.98,37.5,,0.01952,,0.80032,43.4522874571593,16,,32,44,,,,,,,14.7,,,18.75,18,224000,1058.8821875,100,262.9,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2026-03-07,16:34:37.27574,5.29206,,,,,21.5686274509804,1531.25,21,6.25,0.5859375,0,6.25,2.734375,195.8,14.22602,1.2427424,0,0,183.2,,2.304,2.88,1.32480590570259,20.50888,84.2,87.8,,,98.98,56.25,,0.01952,,0.76128,38.6242555174749,224,,31,51,,,,,,,14.7,,,38.125,18,224000,1134.55875,100,262.9,-40,100,,63.5,,0,207.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2026-03-07,16:34:37.46547,5.47844,,,,,23.5294117647059,1562.5,27,6.25,0.5859375,0,0.5859375,4.1015625,195.8,14.15269,1.2427424,0,0,183.2,,2.816,3.88666666666667,0.981674358942571,25.34588,84.2,87.8,,,98.98,81.25,,0.8784,,0,43.4522874571593,152,,31,51,,,,,,,14.7,,,43.125,18,224000,1311.465,100,262.9,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2026-03-07,16:34:37.65194,5.66478,,,,,23.5294117647059,1781.25,33,6.25,0.5859375,0,0.5859375,3.7109375,195.8,14.07936,1.2427424,0,0,183.2,,2.304,3.6,1.05984472456207,24.185,84.2,87.8,,,98.98,87.5,,0.91744,,0,49.8896633767384,112,,31,51,,,,,,,14.7,,,39.375,18,224000,1336.72328125,100,262.9,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2026-03-07,16:34:37.85866,5.87174,,,,,23.5294117647059,2062.5,33,6.25,0.5859375,0,0.5859375,2.5390625,195.8,14.07936,1.2427424,0,0,183.2,,2.048,3.62666666666667,1.05205174864617,22.83064,84.2,87.8,,,98.98,87.5,,0.89792,,0.76128,55.5223673063702,112,,32,51,,,,,,,14.7,,,34.375,18,224000,1387.23984375,100,262.9,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2026-03-07,16:34:38.06377,6.07743,,,,,22.3529411764706,2218.75,36,6.25,0.5859375,0,0.5859375,1.3671875,195.8,14.22602,1.2427424,0,0,183.2,,1.792,3.36,1.13554791917365,18.96104,84.2,87.8,,,98.98,68.75,,0.89792,,0.7808,57.9363832762123,224,,31,49,,,,,,,14.7,,,27.5,18,224000,1387.23984375,100,262.9,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2026-03-07,16:34:38.27331,6.2889,,,,,22.3529411764706,2218.75,35,6.25,0.5859375,0,0.5859375,0,195.8,14.15269,0,0,0,183.2,,1.536,2.84,0,18.18712,84.2,87.8,,,98.98,68.75,,0.8784,,0.76128,0,192,,32,49,,,,,,,14.7,,,26.875,18,224000,1361.9815625,100,262.9,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2026-03-07,16:34:38.49624,6.509,,,,,22.3529411764706,2156.25,34,6.25,0.5859375,0,0.5859375,-1.171875,195.8,14.22602,0,0,0,183.2,,1.536,2.72,0,18.3806,84.2,87.8,,,98.98,68.75,,0.85888,,0.76128,0,160,,30,49,,,,,,,14.7,,,28.125,18,224000,1336.72328125,100,262.9,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2026-03-07,16:34:38.70607,6.71881,,,,,22.3529411764706,2062.5,33,6.25,0.5859375,0,0.5859375,-2.34375,195.8,14.15269,0,0,0,183.2,,1.536,2.6,0,18.96104,84.2,87.8,,,98.98,68.75,,0.74176,,0.74176,0,200,,32,49,,,,,,,14.7,,,29.375,18,224000,1311.465,100,262.9,-40,100,,63.5,,0,207.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2026-03-07,16:34:38.91386,6.92656,,,,,22.3529411764706,1968.75,31,6.25,0.5859375,0,0.5859375,-3.515625,192.2,14.22602,0,0,0,183.2,,1.536,2.48,0,19.54148,84.2,87.8,,,98.98,68.75,,0.13664,,0.72224,0,88,,30,49,,,,,,,14.7,,,30.625,18,224000,1235.69015625,100,265.6,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2026-03-07,16:34:39.06708,7.07963,,,,,22.3529411764706,1875,29,6.25,0.5859375,0,0.5859375,-2.734375,192.2,14.07936,0,0,0,183.2,,1.792,2.75333333333333,0,20.3154,84.2,89.6,,,98.98,68.75,,0.05856,,0.62464,0,144,,31,49,,,,,,,14.7,,,31.875,18,224000,1210.431875,100,265.6,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2026-03-07,16:34:39.23300,7.24567,,,,,22.3529411764706,1781.25,27,6.25,0.5859375,0,0.5859375,-1.953125,192.2,14.22602,0,0,0,183.2,,1.792,2.66,0,20.70236,86,89.6,,,98.98,68.75,,0.05856,,0.52704,0,216,,32,49,,,,,,,14.7,,,33.75,18,224000,1185.271875,100,265.6,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2026-03-07,16:34:39.43904,7.45283,,,,,22.3529411764706,1687.5,27,6.25,0.5859375,0,0.5859375,-0.5859375,192.2,14.22602,0,0,0,181.4,,2.048,2.82666666666667,0,22.44368,86,89.6,,,98.98,68.75,,0.15616,,0.2928,0,104,,31,49,,,,,,,14.7,,,35.625,18,224000,1159.9153125,100,265.6,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2026-03-07,16:34:39.65649,7.66932,,,,,22.3529411764706,1593.75,26,6.25,0.5859375,0,0.5859375,0.1953125,192.2,14.15269,0,0,0,181.4,,2.048,2.66666666666667,0,23.79804,86,89.6,,,98.98,68.75,,0.81984,,0.0976,0,160,,32,50,,,,,,,14.7,,,38.75,18,224000,1159.9153125,100,265.6,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2026-03-07,16:34:39.85838,7.87393,,,,,22.7450980392157,1531.25,25,6.25,0.5859375,0,0.5859375,-0.78125,192.2,14.22602,0,0,0,181.4,,2.304,2.88,0,25.34588,86,89.6,,,98.98,68.75,,0.7808,,0.2928,0,0,,31,50,,,,,,,14.7,,,41.25,18,224000,1159.9153125,100,265.6,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2026-03-07,16:34:40.06653,8.07951,,,,,22.7450980392157,1500,26,6.25,0.5859375,0,0.5859375,-1.7578125,192.2,14.15269,0,0,0,181.4,,2.304,2.88,0,26.50676,86,89.6,,,98.98,68.75,,0.60512,,0.6832,0,48,,31,50,,,,,,,14.7,,,42.5,18,224000,1159.81703125,100,265.6,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2026-03-07,16:34:40.27019,8.28323,,,,,22.7450980392157,1468.75,26,6.25,0.5859375,0,0.5859375,-2.1484375,192.2,14.15269,0,0,0,181.4,,2.304,2.88,0,26.31328,86,89.6,,,98.98,75,,0.05856,,0.62464,0,168,,31,50,,,,,,,14.7,,,43.125,18,224000,1185.17359375,100,265.6,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2026-03-07,16:34:40.46106,8.47397,,,,,22.7450980392157,1500,27,6.25,0.5859375,0,0.5859375,-0.78125,192.2,14.15269,1.2427424,0,0,181.4,,2.304,2.88,1.32480590570259,27.28068,86,89.6,,,98.98,75,,0.07808,,0.50752,38.6242555174749,160,,30,50,,,,,,,14.7,,,42.5,18,224000,1185.17359375,100,265.6,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2026-03-07,16:34:40.65555,8.6682,,,,,22.7450980392157,1500,26,6.25,0.5859375,0,0.5859375,0.5859375,192.2,14.15269,1.2427424,0,0,181.4,,2.304,2.94,1.29776905048417,27.28068,86,89.6,,,98.98,75,,0.3904,,0.01952,39.4289275074223,184,,31,50,,,,,,,14.7,,,41.875,18,224000,1185.17359375,100,265.6,-40,100,,63.5,,0,207.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2026-03-07,16:34:40.85964,8.8733,,,,,18.8235294117647,1531.25,27,6.25,0.5859375,0,0.5859375,1.5625,192.2,14.15269,1.2427424,0,0,181.4,,1.28,1.63333333333333,2.33598429087151,21.47628,86,89.6,,,98.98,50,,0.76128,,0,39.4289275074223,0,,31,40,,,,,,,14.7,,,25.625,18,224000,1109.10390625,100,265.6,-40,100,,63.5,,0,207.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2026-03-07,16:34:41.07036,9.08307,,,,,15.6862745098039,1375,24,6.25,0.5859375,0,6.25,0.78125,192.2,14.22602,1.2427424,0,0,181.4,,1.28,1.43333333333333,2.66193558727219,16.25232,86,89.6,,,98.98,31.25,,0.05856,,0.11712,34.6008955677379,0,,27,35,,,,,,,14.7,,,25.625,18,224000,1058.8821875,100,265.6,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2026-03-07,16:34:41.26497,9.27783,,,,,15.6862745098039,1281.25,21,6.25,0.5859375,0,6.25,1.171875,192.2,14.15269,0,0,0,181.4,,1.28,1.4,0,15.28492,86,89.6,,,98.98,31.25,,0.01952,,0.46848,0,72,,30,35,,,,,,,14.7,,,20.625,18,224000,907.43078125,100,265.6,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2026-03-07,16:34:41.47688,9.48967,,,,,15.6862745098039,1281.25,16,6.25,0.5859375,0,6.25,2.1484375,192.2,14.22602,0,0,0,181.4,,1.28,1.36666666666667,0,15.4784,86,89.6,,,98.98,31.25,,0.03904,,0.62464,0,184,,29,44,,,,,,,14.7,,,35.625,18,224000,831.55765625,100,265.6,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2026-03-07,16:34:41.64173,9.65451,,,,,34.5098039215686,1250,19,6.25,0.5859375,0,0.5859375,3.125,192.2,14.15269,0,0,0,181.4,,5.888,6.74666666666667,0,42.37212,86,89.6,,,98.98,150,,0.8784,,0.25376,0,56,,30,58,,,,,,,14.7,,,81.25,18,224000,1058.58734375,100,265.6,-40,100,,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
