LogID,LogEntryDate,LogEntryTime,LogEntrySeconds,LogNotes,TPS,RPM,TimingAdv,FuelTrim_Low,FuelTrim_Mid,FuelTrim_High,FuelTrim_InUse,O2FeedbackTrim,CoolantTemp,Battery,Speed,Load1B,KnockSum,CoolantTempScaled,WideBandAF,InjPulseWidth,InjDutyCycle,FuelConsumption,MAP,AirTemp,MAFAirTempScaled,ZTXBoost,ZTXEGT,Baro,AirFlow,AccelEnrich,O2Sensor,TargetIdleRPM,O2Sensor2,Gear,AirVol,JDMMAP,KnockSum3E,ISCSteps,CrankSignalSw,IdlePosSw,PwrSteeringSw,ACSwitch,ACRelaySw,InhibitorSw,AFRMAP,LoadCalc,Load11bit4,ECULoad,InjectorLatency,LoadMUT2Byte,RPMMUT2Byte,AirFlowMUT2Byte,OctaneFlag,EGRTemp,MATScaled,WGDC,LoadError,WGDCCorr,GMMAP,MAPScaled,gmas,LC1WidebandO2,WB02,Alt_Maps,ZTXRPM,ZTXTPS,ZTXUser1,ZTXUser2,ZTXConfig,LC1RPM,LC1Battery,LC1Aux1,LC1Aux2,LC1Aux3,LC1Aux4,LC1Aux5,TestE1,TestE4,KnockVoltage,Knock_72,knock_adc,knock_base,knock_var,knock_change,knock_dynamics,knock_flag,EFI_ClearDTC,DLP1Digital,DLP2Digital,DLP3Digital,DLP4Digital,DLP5Digital,DLP6Digital,DLP7Digital,DLP8Digital,DLP1Analog,DLP2Analog,DLP3Analog,DLP4Analog,DLP5Analog,DLP6Analog,DLP7Analog,DLP8Analog,DLP1Temp,DLP2Temp,DLP3Temp,DLP4Temp,DLP5Temp,DLP6Temp,DLP7Temp,DLP8Temp,Bank1,Bank2,Bank3,Bank4,Bank5,Bank6,Custom
11,2014-08-17,15:22:34.58799,1.37985,,48.6274509803922,2750,27,11.9140625,1.7578125,0,1.7578125,3.90625,188.6,13.9327,31.06856,0,0,179.6,,5.12,11.6,8.22293320780919,47.59608,87.8,,,,97.02,293.75,,,,,,248,,17,,,,,,,,14.1473684210526,,,94.375,,,,1058.8821875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2014-08-17,15:22:34.68159,1.47995,,100,2781.25,22,11.9140625,1.7578125,0,0,0,188.6,13.9327,32.3113024,0,0,179.6,,5.376,12.46,7.96159439959952,47.78956,87.8,,,,97.02,312.5,,,,,,232,,21,,,,,,,,14.0417910447761,,,99.375,,,,1033.62390625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2014-08-17,15:22:34.83759,1.63496,,100,2781.25,21,11.9140625,1.7578125,0,0,0,188.6,13.9327,32.3113024,0,0,179.6,,5.632,13.3466666666667,7.4326772891366,47.78956,87.8,,,,97.02,331.25,,,,,,152,,18,,,,,,,,14.0417910447761,,,102.5,,,,1008.365625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2014-08-17,15:22:34.94679,1.74404,,100,2843.75,20,11.9140625,1.7578125,0,0,0,188.6,14.00603,32.3113024,0,0,179.6,,5.632,13.4933333333333,7.35188731860254,47.59608,87.8,,,,96.53,343.75,,,,,,184,,18,,,,,,,,13.9377777777778,,,104.375,,,,1033.525625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2014-08-17,15:22:35.08719,1.8821,,100,2875,21,11.9140625,1.7578125,0,0,0,188.6,13.9327,32.3113024,0,0,179.6,,5.632,13.4933333333333,7.35188731860254,47.59608,87.8,,,,96.53,350,,,,,,200,,24,,,,,,,,13.9377777777778,,,105.625,,,,1033.62390625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2014-08-17,15:22:35.21199,2.01421,,100,2906.25,20,11.9140625,1.7578125,0,0,0,188.6,13.9327,32.3113024,0,0,179.6,,5.632,13.7866666666667,7.19546418416416,47.59608,87.8,,,,96.53,362.5,,,,,,232,,24,,,,,,,,13.9377777777778,,,105.625,,,,1033.62390625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2014-08-17,15:22:35.35239,2.15332,,100,2937.5,20,11.9140625,1.7578125,0,0,0,188.6,14.00603,32.3113024,0,0,179.6,,5.888,14.72,6.73923004205231,47.59608,87.8,,,,96.53,368.75,,,,,,216,,23,,,,,,,,13.9377777777778,,,108.125,,,,1008.365625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2014-08-17,15:22:35.44599,2.23699,,100,3000,20,11.9140625,1.7578125,0,0,0,188.6,14.00603,33.5540448,0,0,179.6,,5.888,14.72,6.99843119751586,47.59608,87.8,,,,96.53,381.25,,,,,,8,,20,,,,,,,,13.9377777777778,,,109.375,,,,1008.365625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2014-08-17,15:22:35.58639,2.3815,,100,3031.25,20,11.9140625,1.7578125,0,0,0,188.6,13.9327,33.5540448,0,0,179.6,,8.192,20.9066666666667,4.92746686355708,47.59608,87.8,,,,96.53,456.25,,,,,,128,,23,,,,,,,,13.3446808510638,,,128.75,,,,907.3325,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2014-08-17,15:22:35.67999,2.47347,,100,3093.75,16,11.9140625,1.7578125,0,0,0,188.6,13.9327,33.5540448,0,0,179.6,,7.68,19.8,5.20287410239563,47.59608,87.8,,,,96.53,468.75,,,,,,200,,25,,,,,,,,13.0666666666667,,,131.875,,,,882.07421875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2014-08-17,15:22:35.82039,2.61843,,100,3125,16,11.9140625,1.7578125,0,0,0,188.6,14.00603,33.5540448,0,0,179.6,,8.192,21.5466666666667,4.78110646166925,47.59608,87.8,,,,96.53,500,,,,,,128,,25,,,,,,,,12.8,,,139.375,,,,856.8159375,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2014-08-17,15:22:35.92959,2.72554,,100,3187.5,13,11.9140625,1.7578125,0,0,0,188.6,13.9327,33.5540448,0,0,179.6,,8.704,23.3466666666667,4.4124888875257,47.59608,87.8,,,,96.53,537.5,,,,,,96,,22,,,,,,,,12.544,,,146.25,,,,806.299375,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2014-08-17,15:22:36.06999,2.87325,,100,3250,12,11.9140625,1.7578125,0,0,0,188.6,14.00603,33.5540448,0,0,179.6,,9.216,25.2,4.08797250902514,47.59608,87.8,,,,96.53,575,,,,,,96,,23,,,,,,,,12.0615384615385,,,154.375,,,,781.04109375,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2014-08-17,15:22:36.19479,2.99757,,100,3312.5,11,11.9140625,1.7578125,0,0,0,188.6,13.9327,37.282272,0,0,179.6,,10.24,28.5333333333333,4.01156180792187,47.59608,87.8,,,,96.53,625,,,,,,200,,28,,,,,,,,11.3349397590361,,,159.375,,,,755.7828125,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2014-08-17,15:22:36.30399,3.0976,,100,3375,10,11.9140625,1.7578125,0,0,0,188.6,13.9327,37.282272,0,0,179.6,,11.008,31.2466666666667,3.66321411092502,47.59608,87.8,,,,96.53,656.25,,,,,,48,,28,,,,,,,,11.1337278106509,,,159.375,,,,730.52453125,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2014-08-17,15:22:36.44439,3.2467,,100,3406.25,9,11.9140625,1.7578125,0,0,0,188.6,13.9327,37.282272,0,0,179.6,,12.032,34.78,3.29106469961771,47.59608,87.8,,,,96.04,706.25,,,,,,0,,25,,,,,,,,10.6909090909091,,,159.375,,,,705.26625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2014-08-17,15:22:36.53799,3.33465,,100,3500,8,11.9140625,1.7578125,0,0,0,188.6,13.9327,37.282272,0,0,179.6,,12.8,37.6666666666667,3.03884682086824,47.59608,87.8,,,,96.04,750,,,,,,152,,24,,,,,,,,10.6305084745763,,,159.375,,,,680.00796875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2014-08-17,15:22:36.67840,3.47483,,100,3562.5,7,11.9140625,1.7578125,0,0,0,192.2,13.85937,37.282272,0,0,179.6,,13.312,39.8666666666667,2.87115126051933,47.59608,87.8,,,,96.04,806.25,,,,,,248,,27,,,,,,,,10.5117318435754,,,159.375,,,,680.00796875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2014-08-17,15:22:36.77200,3.57366,,100,3656.25,6,11.9140625,1.7578125,0,0,0,192.2,13.85937,39.7677568,0,0,179.6,,14.336,43.68,2.79519487796591,47.59608,87.8,,,,96.04,856.25,,,,,,0,,29,,,,,,,,10.4533333333333,,,159.375,,,,654.7496875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2014-08-17,15:22:36.86560,3.65678,,100,3687.5,6,11.9140625,1.7578125,0,0,0,192.2,13.9327,39.7677568,0,0,179.6,,14.592,45.22,2.70000248274106,47.59608,87.8,,,,96.04,893.75,,,,,,104,,27,,,,,,,,10.3955801104972,,,159.375,,,,654.7496875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2014-08-17,15:22:37.02160,3.81096,,100,3750,7,11.9140625,1.7578125,0,0,0,192.2,13.85937,39.7677568,0,0,179.6,,15.36,48.4,2.52260562540394,47.59608,87.8,,,,96.04,931.25,,,,,,112,,28,,,,,,,,10.2819672131148,,,159.375,,,,654.7496875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2014-08-17,15:22:37.09960,3.88893,,100,3843.75,6,11.9140625,1.7578125,0,0,0,192.2,13.85937,39.7677568,0,0,179.6,,15.616,50.4266666666667,2.42122115817459,47.59608,87.8,,,,96.04,968.75,,,,,,168,,28,,,,,,,,10.2260869565217,,,159.375,,,,680.00796875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2014-08-17,15:22:37.24000,4.03083,,100,3906.25,7,11.9140625,1.7578125,0,0,0,192.2,13.78604,39.7677568,0,0,179.6,,15.616,51.24,2.38278907629881,47.59608,87.8,,,,96.04,975,,,,,,104,,30,,,,,,,,10.1708108108108,,,159.375,,,,680.00796875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2014-08-17,15:22:37.34920,4.14594,,100,4000,7,11.9140625,1.7578125,0,0,0,192.2,13.78604,39.7677568,0,0,179.6,,15.36,51.6,2.36616496646416,47.59608,87.8,,,,96.04,987.5,,,,,,112,,30,,,,,,,,10.2260869565217,,,159.375,,,,680.00796875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2014-08-17,15:22:37.48960,4.2829,,100,4062.5,7,11.9140625,1.7578125,0,0,0,192.2,13.85937,39.7677568,0,0,179.6,,15.616,53.68,2.27448048192159,47.59608,87.8,,,,95.55,1031.25,,,,,,224,,32,,,,,,,,10.1708108108108,,,159.375,,,,654.7496875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2014-08-17,15:22:37.61440,4.40486,,100,4187.5,6,11.9140625,1.7578125,0,0,0,192.2,13.78604,45.9814688,0,0,179.6,,15.616,54.9,2.57142654483913,47.4026,89.6,,,,95.55,1062.5,,,,,,224,,31,,,,,,,,10.1708108108108,,,159.375,,,,654.7496875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2014-08-17,15:22:37.70800,4.50789,,100,4281.25,6,11.9140625,1.7578125,0,0,0,192.2,13.78604,45.9814688,0,0,179.6,,15.616,55.7133333333333,2.53388747119184,47.59608,89.6,,,,95.55,1056.25,,,,,,24,,31,,,,,,,,10.1708108108108,,,159.375,,,,680.00796875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2014-08-17,15:22:37.84840,4.648,,100,4343.75,7,11.9140625,1.7578125,0,0,0,192.2,13.78604,45.9814688,0,0,179.6,,15.104,55.0666666666667,2.56364377684627,47.4026,89.6,,,,95.55,1062.5,,,,,,168,,33,,,,,,,,10.2260869565217,,,159.375,,,,680.00796875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2014-08-17,15:22:37.95760,4.75004,,100,4437.5,7,11.9140625,1.7578125,0,0,0,192.2,13.78604,45.9814688,0,0,179.6,,15.104,56.2466666666667,2.50986104026908,47.4026,89.6,,,,95.55,1081.25,,,,,,168,,33,,,,,,,,10.2260869565217,,,159.375,,,,680.00796875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2014-08-17,15:22:38.11360,4.90521,,100,4500,7,11.9140625,1.7578125,0,0,0,192.2,13.78604,45.9814688,0,0,179.6,,15.36,58.4,2.41731707725459,47.59608,89.6,,,,95.55,1106.25,,,,,,104,,33,,,,,,,,10.1161290322581,,,159.375,,,,680.00796875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2014-08-17,15:22:38.20720,4.9971,,100,4593.75,7,11.9140625,1.7578125,0,0,0,192.2,13.78604,52.1951808,0,0,179.6,,15.36,59.6,2.68873359654003,47.59608,89.6,,,,95.55,1125,,,,,,184,,32,,,,,,,,10.1161290322581,,,159.375,,,,705.26625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2014-08-17,15:22:38.33200,5.1323,,100,4687.5,8,11.9140625,1.7578125,0,0,0,192.2,13.78604,52.1951808,0,0,179.6,,15.872,62.4133333333333,2.56753667518349,47.59608,89.6,,,,95.06,1175,,,,,,176,,34,,,,,,,,10.0085106382979,,,159.375,,,,680.00796875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2014-08-17,15:22:38.44120,5.23488,,100,4781.25,6,11.9140625,1.7578125,0,0,0,192.2,13.78604,52.1951808,0,1,179.6,,16.128,64.26,2.49375229308723,47.4026,89.6,,,,95.06,1206.25,,,,,,80,,34,,,,,,,,9.95555555555556,,,159.375,,,,680.00796875,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2014-08-17,15:22:38.56600,5.36437,,100,4843.75,7,11.9140625,1.7578125,0,0,0,192.2,13.78604,52.1951808,0,1,179.6,,16.128,65.94,2.43021720281749,47.4026,89.6,,,,95.06,1237.5,,,,,,88,,35,,,,,,,,9.90315789473684,,,159.375,,,,705.26625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2014-08-17,15:22:38.65960,5.4564,,100,4906.25,8,11.9140625,1.7578125,0,0,0,192.2,13.78604,52.1951808,0,1,181.4,,16.128,66.78,2.39964843297073,47.4026,89.6,,,,95.06,1231.25,,,,,,192,,36,,,,,,,,9.85130890052356,,,159.375,,,,705.26625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2014-08-17,15:22:38.76880,5.57153,,100,5031.25,8,11.9140625,1.7578125,0,0,0,192.2,13.78604,52.1951808,0,1,181.4,,16.128,67.2,2.38465063026467,47.4026,89.6,,,,95.06,1243.75,,,,,,200,,34,,,,,,,,9.8,,,159.375,,,,705.26625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2014-08-17,15:22:38.89360,5.6856,,100,5093.75,8,11.9140625,1.7578125,0,0,0,192.2,13.78604,52.1951808,0,1,181.4,,15.872,68.2,2.34968507850125,47.4026,89.6,,,,95.06,1256.25,,,,,,160,,35,,,,,,,,9.8,,,159.375,,,,730.42625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2014-08-17,15:22:39.03400,5.83362,,100,5125,8,11.9140625,1.7578125,0,0,0,192.2,13.71271,57.1661504,0,1,181.4,,15.616,67.9133333333333,2.58432737391989,47.59608,89.6,,,,95.06,1281.25,,,,,,184,,43,,,,,,,,9.69896907216495,,,159.375,,,,730.42625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2014-08-17,15:22:39.14320,5.93776,,100,5250,8,11.9140625,1.7578125,0,0,0,192.2,13.78604,57.1661504,0,1,181.4,,16.128,70.98,2.47267239204676,47.59608,89.6,,,,95.06,1300,,,,,,232,,35,,,,,,,,9.64923076923077,,,159.375,,,,705.26625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2014-08-17,15:22:39.26800,6.07085,,100,5312.5,8,11.9140625,1.7578125,0,0,0,192.2,13.71271,57.1661504,0,0,181.4,,16.128,72.24,2.42954438520874,47.59608,89.6,,,,95.06,1312.5,,,,,,24,,33,,,,,,,,9.6,,,159.375,,,,705.26625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2014-08-17,15:22:39.39280,6.18491,,100,5437.5,8,11.9140625,1.7578125,0,0,0,192.2,13.71271,57.1661504,0,0,181.4,,16.128,73.5,2.38789505289088,47.59608,89.6,,,,95.06,1331.25,,,,,,96,,38,,,,,,,,9.5030303030303,,,159.375,,,,705.26625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2014-08-17,15:22:39.51760,6.31289,,100,5500,8,11.9140625,1.7578125,0,0,0,192.2,13.78604,57.1661504,0,0,181.4,,16.128,73.92,2.37432746736309,47.4026,89.6,,,,95.06,1350,,,,,,232,,41,,,,,,,,9.45527638190955,,,159.375,,,,730.42625,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2014-08-17,15:22:39.62680,6.42489,,100,5593.75,9,11.9140625,1.7578125,0,0,0,192.2,13.71271,63.3798624,0,0,181.4,,16.128,75.6,2.57390861679361,47.59608,91.4,,,,95.06,1350,,,,,,176,,37,,,,,,,,9.408,,,159.375,,,,730.52453125,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2014-08-17,15:22:39.73600,6.52996,,100,5625,9,11.9140625,1.7578125,0,0,0,192.2,13.71271,63.3798624,0,0,181.4,,16.128,76.44,2.54562390671895,47.59608,91.4,,,,95.06,1375,,,,,,144,,33,,,,,,,,9.31485148514851,,,159.375,,,,755.7828125,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2014-08-17,15:22:39.86080,6.657,,100,5718.75,10,11.9140625,1.7578125,0,0,0,192.2,13.71271,63.3798624,0,0,181.4,,16.384,78.5066666666667,2.4786110491202,47.59608,91.4,,,,94.57,1393.75,,,,,,160,,36,,,,,,,,9.26896551724138,,,159.375,,,,755.7828125,,,-40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
