LogID,LogEntryDate,LogEntryTime,LogEntrySeconds,01_LogMark,MUT00_HighByte,MUT01_LowByte,LoadMUT2Byte,TPS,RPM,TimingAdv,FuelTrim_Low,FuelTrim_Mid,FuelTrim_High,FuelTrim_InUse,O2FeedbackTrim,CoolantTemp,Battery,Speed,Load1B,KnockSum,CoolantTempScaled,WideBandAF,InjPulseWidth,InjDutyCycle,FuelConsumption,MAP,AirTemp,MAFAirTempScaled,ZTXBoost,ZTXEGT,Baro,AirFlow,AccelEnrich,O2Sensor,TargetIdleRPM,O2Sensor2,Gear,AirVol,JDMMAP,KnockSum3E,ISCSteps,CrankSignalSw,IdlePosSw,PwrSteeringSw,ACSwitch,ACRelaySw,InhibitorSw,AFRMAP,LoadCalc,Load11bit4,ECULoad,InjectorLatency,RPMMUT2Byte,AirFlowMUT2Byte,OctaneFlag,EGRTemp,MATScaled,WGDC,LoadError,WGDCCorr,GMMAP,MAPScaled,gmas,LC1WidebandO2,WB02,Alt_Maps,ZTXRPM,ZTXTPS,ZTXUser1,ZTXUser2,ZTXConfig,LC1RPM,LC1Battery,LC1Aux1,LC1Aux2,LC1Aux3,LC1Aux4,LC1Aux5,TestE1,TestE4,KnockVoltage,Knock_72,knock_adc,knock_base,knock_var,knock_change,knock_dynamics,knock_flag,EFI_ClearDTC,DLP1Digital,DLP2Digital,DLP3Digital,DLP4Digital,DLP5Digital,DLP6Digital,DLP7Digital,DLP8Digital,DLP1Analog,DLP2Analog,DLP3Analog,DLP4Analog,DLP5Analog,DLP6Analog,DLP7Analog,DLP8Analog,DLP1Temp,DLP2Temp,DLP3Temp,DLP4Temp,DLP5Temp,DLP6Temp,DLP7Temp,DLP8Temp,Custom
26,2026-05-31,09:15:13.31685,7.91555,0,,,,21.1764705882353,843.75,5,0,0,0,0,-22.65625,86,14.22602,41.0104992,0,0,179.6,0,2.56,2.73333333333333,46.0644707114541,29.022,266,71.6,,,99.96,93.75,61.1764705882353,0,850.2,0,1.43865598202716,144,,,,1,,1,,,,14.7,32.7336012295312,73,45,18,,,100,268.3,-40,100,-10.15625,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2026-05-31,09:15:13.65169,8.25051,0,,,,27.4509803921569,2531.25,37,0,0,0,0,-19.7265625,86,14.22602,39.7677568,0,0,179.6,0,2.816,8.06666666666667,15.1356337524237,32.50464,266,71.6,,,99.96,256.25,81.5686274509804,0.01952,850.2,0,2.86664396418759,120,,,,1,,1,,,,14.7,63.5136012295313,116,73.125,18,,,100,265.6,-40,0,-3.59375,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2026-05-31,09:15:13.96569,8.56496,0,,,,48.6274509803922,3406.25,27,0,0,0,0,0,86,14.22602,39.7677568,0,0,179.6,0,6.656,18.5466666666667,6.58307578735895,47.78956,266,71.6,,,99.47,456.25,143.529411764706,0.8784,850.2,0.01952,2.81635196481588,192,,,,0,,0,,,,13.158041958042,125.729657044616,190,119.375,18,,,100,268.3,-40,0,19.0625,63.5,,0,207.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2026-05-31,09:15:14.27614,8.87438,0,,,,100,3468.75,18,0,0,0,0,0,86,14.22602,39.7677568,0,0,179.6,0,8.192,24.32,5.02031711634666,47.78956,267.8,69.8,,,99.47,556.25,172.549019607843,0.89792,850.2,0.01952,2.86664396418759,216,,,,0,,0,,,,12.8,149.11007454,243,149.375,18,,,100,268.3,-40,0,19.0625,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2026-05-31,09:15:14.59487,9.19356,0,,,,100,3656.25,10,0,0,0,0,0,86,14.07936,41.0104992,0,0,181.4,0,13.568,42.0466666666667,2.99451926299289,47.59608,269.6,69.8,,,98.98,850,200,0.91744,850.2,0.01952,2.95046396314044,232,,,,0,,0,,,,10.8137931034483,216.321520642759,255,159.375,18,,,100,265.6,-40,0,19.0625,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2026-05-31,09:15:14.90165,9.50128,0,,,,100,3812.5,6,0,0,0,0,0,86,14.00603,41.0104992,0,0,181.4,0,13.824,45.36,2.77578380242448,47.59608,271.4,69.8,,,98.98,787.5,200,0.91744,850.2,0.01952,3.0967679613127,88,,,,0,,0,,,,11.2670658682635,170.22566712018,255,159.375,18,,,100,265.6,-40,0,19.0625,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2026-05-31,09:15:15.23107,9.83017,0,,,,100,4062.5,12,0,0,0,0,0,86,14.07936,44.7387264,0,0,181.4,0,11.52,39.9,3.44250316549485,47.59608,273.2,68,,,98.98,825,200,0.8784,850.2,0.01952,3.01751996230273,56,,,,0,,0,,,,11.0035087719298,181.71663504,255,159.375,18,,,100,265.6,-40,0,19.0625,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2026-05-31,09:15:15.51404,10.11311,0,,,,100,4281.25,11,0,0,0,0,0,86,14.07936,44.7387264,0,0,181.4,0,12.288,44.8,3.06597938176886,47.59608,273.2,68,,,98.98,875,200,0.89792,850.2,0.01952,3.17398396034805,136,,,,0,,0,,,,11.0035087719298,177.87663504,255,159.375,18,,,100,265.6,-40,0,19.0625,63.5,,0,207.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2026-05-31,09:15:15.81421,10.41299,0,,,,100,4500,11,0,0,0,0,0,86,14.07936,49.709696,0,0,181.4,0,12.288,46.72,3.26664469899269,47.59608,275,68,,,98.98,912.5,200,0.89792,850.2,0.01952,2.97728636280536,160,,,,0,,0,,,,10.8763005780347,183.411471629133,255,159.375,18,,,100,265.6,-40,0,19.0625,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2026-05-31,09:15:16.09962,10.69947,0,,,,100,4718.75,11,0,0,0,0,0,86,14.07936,49.709696,0,0,181.4,0,13.056,52.36,2.91477540750456,47.59608,275,68,,,98.49,975,200,0.89792,850.2,0.01952,3.11810396104615,8,,,,0,,0,,,,10.6909090909091,184.016048817273,255,159.375,18,,,100,265.6,-40,0,19.0625,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2026-05-31,09:15:16.38003,10.97915,0,,,,100,4906.25,11,0,0,0,0,0,86,14.07936,49.709696,0,0,181.4,0,13.312,55.12,2.76882511496623,47.59608,276.8,66.2,,,98.49,1006.25,200,0.89792,850.2,0.01952,3.23880475953826,32,,,,0,,0,,,,10.5117318435754,188.268740736536,255,159.375,18,,,100,265.6,-40,0,19.0625,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2026-05-31,09:15:16.72269,11.32097,0,,,,100,5093.75,10,0,0,0,0,0,86,14.00603,55.923408,0,0,181.4,0,13.568,59.0066666666667,2.90975333938068,47.59608,276.8,66.2,,,98.49,1062.5,200,0.91744,850.2,0.03904,3.02199036224688,240,,,,0,,0,,,,10.3384615384615,185.05937587401,255,159.375,18,,,100,265.6,-40,0,19.0625,63.5,,0,207.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2026-05-31,09:15:17.01783,11.61625,0,,,,100,5343.75,11,0,0,0,0,0,86,14.00603,55.923408,0,0,181.4,0,13.824,62.64,2.7409777359364,47.59608,276.8,66.2,,,98.49,1106.25,200,0.91744,850.2,0.03904,3.14716156068314,168,,,,0,,0,,,,10.1708108108108,185.607818427405,255,159.375,18,,,100,265.6,-40,0,19.0625,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2026-05-31,09:15:17.32962,11.93019,0,,,,100,5531.25,11,0,0,0,0,0,86,14.00603,62.13712,0,0,181.4,0,14.08,66,2.89048561244202,47.59608,278.6,66.2,,,98.49,1156.25,200,0.91744,850.2,0.03904,2.92900604340851,240,,,,0,,0,,,,10.0620320855615,187.134151920161,255,159.375,18,,,100,265.6,-40,0,17.65625,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2026-05-31,09:15:17.63236,12.23221,0,,,,90.5882352941177,5781.25,13,0,0,0,0,0,86,13.9327,62.13712,0,0,181.4,0,14.08,68.5666666666667,2.78228561625435,47.59608,278.6,66.2,,,98,1187.5,200,0.91744,850.2,0.03904,3.04166012200115,40,,,,0,,0,,,,10.0085106382979,186.036107586703,255,159.375,18,,,100,265.6,-40,0,19.0625,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2026-05-31,09:15:17.94308,12.54206,0,,,,100,5968.75,14,0,0,0,0,0,86,13.9327,68.350832,0,0,181.4,0,14.336,72.8,2.88254471790234,47.59608,278.6,66.2,,,98,1243.75,200,0.93696,850.2,0.05856,2.86755836417617,72,,,,0,,0,,,,9.90315789473684,184.07783277,255,159.375,18,,,100,265.6,-40,0,-12.65625,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2026-05-31,09:15:18.28016,12.87875,0,,,,18.8235294117647,5812.5,37,0,0,0,0,-0.78125,86,14.22602,68.350832,0,0,181.4,0,1.28,5.83333333333333,35.9741580794213,14.31752,275,68,,,99.96,156.25,29.8039215686275,0.60512,850.2,0.05856,2.48716796892831,216,,,,0,,0,,,,14.7,17.3436012295312,43,26.25,18,,,100,265.6,-40,0,-14.21875,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2026-05-31,09:15:18.62443,13.22374,0,,,,16.4705882352941,5031.25,38,0,0,0,0,0,86,14.15269,70.8363168,0,0,181.4,0,8.192,31.7866666666667,6.84186674119559,47.78956,269.6,69.8,,,98.98,712.5,182.745098039216,0.8784,850.2,0.05856,2.00462144864088,64,,,,0,,0,,,,11.0035087719298,154.94948991,243,150.625,18,,,100,265.6,-40,0,19.0625,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2026-05-31,09:15:18.93529,13.5345,0,,,,100,4437.5,11,0,0,0,0,0,86,14.07936,70.8363168,0,0,181.4,0,15.616,59.3733333333333,3.66292618706722,47.59608,269.6,69.8,,,98.49,1131.25,200,0.91744,850.2,0.07808,2.13167492073783,192,,,,0,,0,,,,9.95555555555556,237.370288845714,255,159.375,19,,,100,265.6,-40,0,19.0625,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2026-05-31,09:15:19.23996,13.83998,0,,,,100,4718.75,5,0,0,0,0,0,86,14.00603,70.8363168,0,0,181.4,0,14.848,58.3866666666667,3.72482537360363,47.59608,271.4,69.8,,,98.49,1025,200,0.91744,850.2,0.07808,2.17402607810348,40,,,,0,,0,,,,10.1708108108108,189.157223832811,255,159.375,18,,,100,262.9,-40,0,19.0625,63.5,,0,207.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2026-05-31,09:15:19.55991,14.15861,0,,,,100,4843.75,10,0,0,0,0,0,84.2,14.00603,74.564544,0,0,183.2,0,13.312,54.4266666666667,4.20614515872258,47.59608,273.2,68,,,98.98,962.5,200,0.91744,850.2,0.0976,2.10555837369568,24,,,,0,,0,,,,10.2819672131148,176.871729011312,255,159.375,18,,,100,262.9,-40,0,19.0625,63.5,,0,207.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2026-05-31,09:15:19.85213,14.45111,0,,,,100,4937.5,11,0,0,0,0,0,84.2,14.00603,74.564544,0,0,183.2,0,13.568,56.5333333333333,4.04940673063811,47.59608,275,68,,,98.98,1000,200,0.91744,850.2,0.0976,2.15920317302551,112,,,,0,,0,,,,10.1161290322581,181.079604349839,255,159.375,18,,,100,262.9,-40,0,12.8125,63.5,,0,207.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
